MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR02294,West,Industrial,2025-01-11,434.62,140.71,183,Faulty,3.84
MTR02295,East,Industrial,2025-10-17,1034.25,8.6,7,Active,5.13
MTR02296,East,Residential,2025-11-05,407.66,11.45,44,Faulty,10.42
MTR02297,East,Industrial,2025-12-12,491.74,31.15,39,Active,11.33
MTR02298,South,Residential,2025-01-10,955.99,66.37,275,Faulty,3.82
MTR02299,South,Commercial,2025-06-26,1043.26,78.22,249,Faulty,12.46
MTR02300,East,Commercial,2025-03-12,844.25,35.78,180,Active,12.2
MTR02301,North,Industrial,2025-11-11,720.13,22.67,114,Faulty,5.01
MTR02302,East,Residential,2025-04-25,744.87,71.34,284,Faulty,10.57
MTR02303,East,Commercial,2025-09-29,669.62,52.96,3,Faulty,11.34
MTR02304,East,Commercial,2025-01-01,852.72,49.46,90,Faulty,7.76
MTR02305,East,Commercial,2025-08-31,282.87,35.83,182,Active,10.74
MTR02306,Central,Commercial,2025-08-11,462.83,82.6,18,Faulty,8.49
MTR02307,West,Industrial,2025-09-22,569.87,73.09,230,Faulty,5.26
MTR02308,South,Industrial,2025-03-18,207.76,9.38,226,Active,11.14
MTR02309,West,Residential,2025-02-25,1132.67,14.29,167,Faulty,7.18
MTR02310,West,Industrial,2025-01-03,664.53,129.16,131,Active,5.16
MTR02311,West,Residential,2025-07-13,791.81,94.08,200,Active,5.55
MTR02312,Central,Industrial,2025-02-26,1119.73,71.88,21,Faulty,6.92
MTR02313,North,Commercial,2025-05-25,764.62,91.02,31,Faulty,7.07
MTR02314,North,Commercial,2025-09-29,1059.94,21.48,125,Faulty,5.81
MTR02315,East,Commercial,2025-01-06,1078.83,43.08,183,Faulty,12.16
MTR02316,North,Residential,2025-12-04,943.12,47.39,53,Faulty,6.22
MTR02317,South,Residential,2025-02-11,104.35,142.64,78,Faulty,3.84
MTR02318,North,Industrial,2025-12-10,829.11,45.2,160,Active,11.86
MTR02319,East,Commercial,2025-10-20,191.23,88.75,94,Active,9.84
MTR02320,North,Commercial,2025-01-25,1164.98,74.06,151,Faulty,11.76
MTR02321,West,Industrial,2025-04-24,472.15,36.68,29,Active,9.08
MTR02322,North,Commercial,2025-09-17,89.49,36.49,81,Faulty,11.25
MTR02323,West,Residential,2025-05-09,670.13,114.02,188,Active,6.87
MTR02324,North,Residential,2025-10-17,58.81,47.84,101,Active,4.06
MTR02325,West,Commercial,2025-03-05,656.58,132.82,148,Active,12.44
MTR02326,North,Residential,2025-07-02,427.75,78.95,11,Faulty,4.0
MTR02327,North,Commercial,2025-11-24,654.51,21.65,95,Faulty,9.52
MTR02328,North,Residential,2025-07-28,534.45,127.38,101,Active,9.58
MTR02329,East,Industrial,2025-12-19,76.38,106.92,45,Faulty,12.15
MTR02330,South,Industrial,2025-06-23,1166.89,53.92,153,Faulty,7.26
MTR02331,Central,Residential,2025-08-06,976.06,129.7,295,Faulty,6.46
MTR02332,West,Residential,2025-03-24,518.43,9.89,150,Faulty,8.67
MTR02333,East,Commercial,2025-11-05,1038.24,9.81,200,Active,8.04
MTR02334,South,Residential,2025-08-20,1170.26,8.61,205,Faulty,11.99
MTR02335,Central,Industrial,2025-04-30,446.78,121.1,122,Active,8.93
MTR02336,Central,Residential,2025-08-06,324.03,74.27,1,Active,6.02
MTR02337,North,Commercial,2025-01-08,438.98,146.33,107,Faulty,9.56
MTR02338,North,Commercial,2025-09-30,590.52,37.14,83,Active,7.14
MTR02339,North,Industrial,2025-04-22,618.24,25.69,204,Active,10.3
MTR02340,South,Commercial,2025-07-16,201.47,10.1,69,Faulty,6.38
MTR02341,West,Commercial,2025-03-09,594.93,31.32,43,Active,10.44
MTR02342,North,Industrial,2025-04-24,826.97,18.93,184,Faulty,11.65
MTR02343,North,Commercial,2025-12-01,1179.1,94.35,246,Faulty,8.03
MTR02344,Central,Industrial,2025-09-24,894.79,6.65,29,Faulty,10.83
MTR02345,South,Industrial,2025-04-17,664.86,13.56,149,Active,3.83
MTR02346,North,Commercial,2025-03-03,393.68,143.4,222,Active,5.81
MTR02347,West,Residential,2025-08-31,1176.21,101.96,63,Active,8.42
MTR02348,East,Residential,2025-10-19,1087.62,123.08,14,Active,4.74
MTR02349,West,Commercial,2025-01-18,486.49,82.96,26,Active,6.56
MTR02350,South,Commercial,2025-01-10,518.37,39.87,272,Faulty,8.59
MTR02351,North,Residential,2025-05-09,1028.92,35.46,167,Active,6.76
MTR02352,Central,Residential,2025-04-09,623.81,42.54,98,Active,6.24
MTR02353,South,Commercial,2025-08-09,925.19,23.08,193,Faulty,9.0
MTR02354,North,Residential,2025-08-14,1035.02,50.92,101,Faulty,7.71
MTR02355,South,Residential,2025-08-01,231.33,106.75,157,Active,9.45
MTR02356,West,Residential,2025-12-18,1070.0,97.33,170,Faulty,10.06
MTR02357,East,Residential,2025-08-15,978.62,72.39,188,Faulty,8.8
MTR02358,Central,Commercial,2025-12-09,1077.9,117.49,16,Faulty,10.89
MTR02359,East,Industrial,2025-04-09,643.55,92.47,41,Active,10.69
MTR02360,Central,Commercial,2025-11-13,828.83,71.52,262,Active,4.28
MTR02361,Central,Commercial,2025-08-09,348.73,19.37,117,Active,7.62
MTR02362,South,Residential,2025-07-23,114.13,122.17,105,Faulty,7.04
MTR02363,West,Industrial,2025-12-09,703.93,26.53,55,Faulty,11.93
MTR02364,West,Commercial,2025-02-27,591.14,34.55,235,Faulty,3.89
MTR02365,East,Industrial,2025-06-02,398.5,51.75,138,Faulty,10.56
MTR02366,East,Commercial,2025-04-23,835.26,137.71,214,Active,11.37
MTR02367,East,Residential,2025-09-07,562.06,66.51,197,Faulty,9.35
MTR02368,East,Residential,2025-10-29,172.78,120.6,32,Active,4.09
MTR02369,East,Residential,2025-04-09,998.0,22.71,111,Active,3.97
MTR02370,Central,Residential,2025-07-06,1045.7,28.23,202,Faulty,3.71
MTR02371,North,Industrial,2025-04-29,576.76,76.52,246,Active,12.03
MTR02372,South,Residential,2025-03-10,264.94,47.61,207,Active,4.04
MTR02373,East,Industrial,2025-12-28,57.62,48.78,173,Faulty,9.42
MTR02374,Central,Industrial,2025-05-23,1036.97,29.35,191,Faulty,4.12
MTR02375,West,Commercial,2025-08-10,617.8,28.59,64,Faulty,9.53
MTR02376,South,Commercial,2025-06-06,1139.72,24.98,213,Faulty,5.46
MTR02377,South,Industrial,2025-10-26,500.7,26.82,153,Faulty,5.68
MTR02378,North,Industrial,2025-07-02,248.79,38.56,250,Active,6.25
MTR02379,Central,Commercial,2025-03-04,367.65,141.8,242,Faulty,3.76
MTR02380,South,Residential,2025-01-12,483.8,64.96,77,Active,12.47
MTR02381,North,Industrial,2025-06-29,933.91,14.87,151,Active,11.91
MTR02382,Central,Residential,2025-01-14,201.7,59.07,182,Faulty,8.16
MTR02383,South,Commercial,2025-06-23,641.06,61.03,162,Active,10.91
MTR02384,East,Commercial,2025-09-26,899.51,136.93,80,Faulty,11.33
MTR02385,Central,Industrial,2025-03-28,1167.3,120.82,288,Faulty,7.17
MTR02386,North,Industrial,2025-09-05,250.73,87.33,238,Active,10.84
MTR02387,South,Industrial,2025-03-05,613.89,127.75,202,Faulty,5.84
MTR02388,East,Residential,2025-01-24,1191.99,108.88,274,Active,8.46
MTR02389,East,Industrial,2025-09-27,410.9,113.97,216,Faulty,5.19
MTR02390,North,Industrial,2025-07-31,212.87,111.31,113,Active,11.08
MTR02391,East,Industrial,2025-10-15,1127.3,148.01,262,Faulty,12.38
MTR02392,North,Commercial,2025-10-16,246.88,39.41,146,Faulty,5.36
MTR02393,West,Residential,2025-03-17,1121.93,24.61,110,Active,6.34
MTR02394,North,Commercial,2025-06-03,690.36,138.01,179,Faulty,5.03
MTR02395,Central,Residential,2025-10-18,685.77,63.83,94,Active,10.9
MTR02396,Central,Industrial,2025-12-05,299.95,51.34,136,Active,3.81
MTR02397,South,Residential,2025-03-22,162.62,54.39,11,Active,5.56
MTR02398,North,Residential,2025-05-21,1166.06,72.65,97,Faulty,4.78
MTR02399,North,Industrial,2025-10-02,201.93,116.02,142,Faulty,12.01
MTR02400,Central,Industrial,2025-08-19,1133.44,81.76,1,Active,11.5
MTR02401,South,Industrial,2025-10-13,624.34,37.77,37,Faulty,4.67
MTR02402,Central,Industrial,2025-12-17,524.37,58.55,172,Faulty,9.86
MTR02403,East,Industrial,2025-10-30,1031.76,35.49,149,Faulty,9.53
MTR02404,Central,Commercial,2025-01-21,967.18,134.18,143,Faulty,9.32
MTR02405,South,Residential,2025-09-09,585.13,14.51,216,Faulty,11.4
MTR02406,East,Residential,2025-06-07,318.16,53.34,231,Active,10.41
MTR02407,West,Residential,2025-02-15,463.39,124.41,128,Active,11.09
MTR02408,North,Commercial,2025-09-29,231.88,135.46,197,Active,9.22
MTR02409,South,Residential,2025-10-10,618.41,50.76,110,Faulty,5.42
MTR02410,Central,Industrial,2025-10-31,438.58,23.73,266,Faulty,10.07
MTR02411,Central,Commercial,2025-12-30,624.28,87.11,6,Faulty,3.64
MTR02412,East,Industrial,2025-09-30,245.84,139.33,149,Active,9.65
MTR02413,West,Industrial,2025-04-25,165.13,69.52,265,Faulty,8.09
MTR02414,Central,Residential,2025-10-13,391.78,89.77,205,Faulty,7.41
MTR02415,North,Industrial,2025-03-23,401.76,27.42,148,Faulty,3.63
MTR02416,Central,Commercial,2025-02-15,91.54,141.77,175,Faulty,9.57
MTR02417,East,Residential,2025-07-21,664.7,23.58,277,Faulty,4.42
MTR02418,East,Residential,2025-04-10,1112.6,108.58,249,Faulty,12.39
MTR02419,East,Residential,2025-01-26,215.73,93.05,255,Active,7.2
MTR02420,West,Industrial,2025-06-04,1029.49,13.98,268,Faulty,4.67
MTR02421,West,Residential,2025-07-14,384.02,29.98,155,Faulty,8.95
MTR02422,Central,Residential,2025-04-24,867.32,31.87,198,Active,5.13
MTR02423,West,Residential,2025-10-10,897.48,86.51,272,Active,3.91
MTR02424,Central,Residential,2025-04-10,459.11,135.55,208,Faulty,10.22
MTR02425,South,Commercial,2025-08-14,906.69,108.82,219,Active,6.66
MTR02426,South,Commercial,2025-01-29,826.4,86.44,221,Faulty,8.1
MTR02427,Central,Industrial,2025-09-29,599.97,62.68,133,Active,4.19
MTR02428,Central,Commercial,2025-08-01,1073.61,88.09,260,Faulty,5.39
MTR02429,West,Residential,2025-09-21,395.78,39.09,147,Active,11.86
MTR02430,East,Residential,2025-03-03,106.35,121.34,260,Active,10.1
MTR02431,West,Industrial,2025-01-30,969.84,143.26,65,Active,9.5
MTR02432,Central,Commercial,2025-03-20,633.16,139.27,291,Faulty,11.08
MTR02433,Central,Industrial,2025-10-26,203.77,43.44,145,Active,10.53
MTR02434,East,Residential,2025-09-22,644.19,72.12,10,Faulty,11.62
MTR02435,Central,Commercial,2025-06-30,545.64,12.77,206,Active,11.41
MTR02436,North,Commercial,2025-12-19,337.62,144.79,49,Active,6.03
MTR02437,South,Commercial,2025-01-01,579.83,123.66,166,Faulty,10.66
MTR02438,West,Residential,2025-11-23,150.89,19.62,194,Active,4.86
MTR02439,South,Residential,2025-11-27,541.42,88.82,250,Active,5.19
MTR02440,North,Residential,2025-06-03,782.21,101.7,199,Active,7.83
MTR02441,East,Commercial,2025-10-25,574.81,71.54,214,Active,11.7
MTR02442,West,Industrial,2025-11-04,1172.35,111.65,206,Faulty,5.09
MTR02443,North,Residential,2025-06-27,659.49,54.53,276,Faulty,4.33
MTR02444,East,Industrial,2025-02-19,516.96,106.02,155,Active,8.26
MTR02445,South,Industrial,2025-03-09,136.38,134.09,285,Active,12.41
MTR02446,East,Residential,2025-11-24,980.45,74.4,217,Faulty,7.3
MTR02447,West,Commercial,2025-02-08,444.4,132.01,63,Active,6.24
MTR02448,West,Residential,2025-07-16,989.13,122.78,295,Active,4.23
MTR02449,East,Residential,2025-03-19,308.16,42.41,111,Faulty,9.38
MTR02450,North,Residential,2025-12-16,542.06,110.3,291,Active,5.71
MTR02451,East,Commercial,2025-04-18,98.36,35.39,274,Faulty,6.81
MTR02452,East,Residential,2025-04-27,972.28,103.76,247,Faulty,8.88
MTR02453,South,Commercial,2025-11-20,314.24,128.47,57,Active,3.77
MTR02454,Central,Commercial,2025-05-20,268.02,139.35,108,Faulty,4.22
MTR02455,South,Residential,2025-12-24,477.05,119.94,166,Faulty,5.63
MTR02456,Central,Commercial,2025-06-09,409.51,106.5,298,Active,10.33
MTR02457,South,Commercial,2025-07-17,996.92,17.79,79,Active,3.6
MTR02458,South,Industrial,2025-11-13,746.06,43.1,44,Active,7.61
MTR02459,East,Residential,2025-08-28,974.42,79.94,4,Active,4.44
MTR02460,West,Industrial,2025-08-04,916.43,111.08,217,Active,5.19
MTR02461,Central,Residential,2025-09-04,405.43,35.91,29,Faulty,12.47
MTR02462,West,Commercial,2025-10-16,819.51,123.04,82,Active,9.7
MTR02463,North,Industrial,2025-06-15,711.42,24.22,34,Active,11.79
MTR02464,South,Commercial,2025-10-24,1187.15,148.71,23,Active,10.21
MTR02465,Central,Commercial,2025-02-07,594.59,93.99,82,Faulty,9.91
MTR02466,Central,Industrial,2025-05-08,663.64,48.13,142,Active,9.3
MTR02467,West,Residential,2025-12-18,727.15,20.56,190,Active,6.87
MTR02468,North,Industrial,2025-11-07,263.7,45.18,18,Faulty,4.87
MTR02469,North,Industrial,2025-02-06,1178.39,30.01,27,Faulty,7.26
MTR02470,North,Residential,2025-04-21,244.87,107.93,68,Active,7.52
MTR02471,West,Industrial,2025-03-09,403.17,145.82,119,Faulty,8.82
MTR02472,East,Industrial,2025-11-02,965.14,6.6,204,Faulty,8.32
MTR02473,Central,Industrial,2025-01-16,649.77,14.81,203,Faulty,4.82
MTR02474,East,Commercial,2025-07-21,223.0,91.18,102,Faulty,8.01
MTR02475,North,Residential,2025-11-18,243.9,87.77,76,Faulty,6.69
MTR02476,South,Industrial,2025-06-21,1146.67,17.93,206,Active,12.17
MTR02477,West,Industrial,2025-04-11,790.32,40.22,176,Active,4.52
MTR02478,West,Industrial,2025-12-13,381.88,146.64,81,Active,11.03
MTR02479,North,Residential,2025-02-27,283.9,35.03,141,Faulty,9.67
MTR02480,South,Residential,2025-11-27,548.21,123.88,145,Active,5.12
MTR02481,East,Residential,2025-11-16,496.01,51.91,224,Faulty,3.97
MTR02482,East,Industrial,2025-08-15,446.46,60.3,127,Faulty,6.84
MTR02483,North,Industrial,2025-01-08,788.84,89.9,28,Faulty,8.11
MTR02484,South,Residential,2025-08-21,707.77,39.31,145,Active,4.84
MTR02485,West,Residential,2025-03-22,231.72,45.8,186,Faulty,10.45
MTR02486,East,Industrial,2025-01-12,1009.66,60.55,175,Faulty,8.52
MTR02487,East,Industrial,2025-01-15,683.38,88.9,58,Faulty,3.98
MTR02488,South,Commercial,2025-09-18,962.93,48.69,4,Faulty,8.15
MTR02489,West,Industrial,2025-06-03,119.1,65.59,16,Faulty,4.99
MTR02490,West,Residential,2025-11-08,860.91,82.43,268,Active,10.79
MTR02491,North,Residential,2025-05-13,491.1,79.77,63,Faulty,6.03
MTR02492,Central,Residential,2025-01-14,1049.23,106.35,126,Active,6.35
MTR02493,Central,Commercial,2025-06-20,175.28,62.94,6,Faulty,5.58
MTR02494,North,Industrial,2025-07-01,347.38,27.94,92,Active,9.97
MTR02495,Central,Residential,2025-04-23,388.07,41.59,174,Faulty,7.72
MTR02496,West,Industrial,2025-03-15,237.24,30.29,291,Faulty,11.65
MTR02497,South,Commercial,2025-07-29,555.77,70.26,100,Active,9.05
MTR02498,South,Commercial,2025-11-29,477.45,66.55,55,Faulty,5.65
MTR02499,South,Residential,2025-06-06,1139.36,131.92,63,Active,3.54
MTR02500,Central,Commercial,2025-03-19,274.32,8.55,72,Faulty,9.36
MTR02501,East,Commercial,2025-03-15,401.0,60.82,255,Faulty,12.41
MTR02502,East,Residential,2025-04-29,736.84,139.35,180,Active,12.04
MTR02503,South,Commercial,2025-02-23,904.28,128.05,48,Faulty,5.9
MTR02504,Central,Residential,2025-10-16,247.51,106.38,94,Faulty,5.06
MTR02505,Central,Industrial,2025-05-07,886.62,142.78,100,Faulty,9.12
MTR02506,North,Residential,2025-08-08,605.51,147.68,276,Faulty,3.74
MTR02507,East,Commercial,2025-07-26,274.63,135.33,253,Active,10.41
MTR02508,Central,Commercial,2025-02-05,488.7,14.29,144,Faulty,8.29
MTR02509,East,Commercial,2025-03-12,682.95,51.32,178,Active,6.57
MTR02510,East,Commercial,2025-11-16,615.39,50.24,40,Faulty,10.12
MTR02511,Central,Residential,2025-02-26,483.16,107.88,97,Active,10.66
MTR02512,North,Residential,2025-07-31,369.81,116.26,44,Active,5.08
MTR02513,North,Residential,2025-11-21,1146.12,77.88,214,Faulty,5.56
MTR02514,North,Residential,2025-11-16,189.08,31.93,22,Active,12.32
MTR02515,West,Commercial,2025-10-19,941.47,124.45,267,Active,7.36
MTR02516,East,Industrial,2025-07-15,439.43,36.03,65,Active,8.67
MTR02517,East,Commercial,2025-09-23,607.2,42.98,3,Active,6.72
MTR02518,South,Commercial,2025-09-12,274.25,82.83,264,Faulty,9.54
MTR02519,South,Industrial,2025-09-22,858.31,141.01,27,Faulty,4.79
MTR02520,West,Commercial,2025-09-22,253.9,5.45,252,Faulty,4.02
MTR02521,North,Residential,2025-07-17,716.79,56.92,140,Active,8.69
MTR02522,South,Residential,2025-01-21,282.39,49.11,237,Faulty,7.69
MTR02523,North,Commercial,2025-02-07,552.12,101.12,12,Active,5.66
MTR02524,East,Commercial,2025-06-22,101.14,26.63,207,Faulty,9.24
MTR02525,North,Industrial,2025-05-19,533.39,12.69,289,Faulty,12.03
MTR02526,North,Industrial,2025-07-12,664.65,112.65,161,Active,10.26
MTR02527,Central,Residential,2025-06-23,89.49,6.84,274,Active,4.32
MTR02528,Central,Industrial,2025-10-22,441.09,86.3,69,Active,8.82
MTR02529,North,Commercial,2025-06-11,1144.38,120.37,267,Active,12.0
MTR02530,East,Industrial,2025-05-20,582.91,106.93,37,Active,10.18
MTR02531,South,Commercial,2025-06-10,794.82,103.22,137,Faulty,9.28
MTR02532,Central,Industrial,2025-10-07,716.17,19.4,282,Faulty,10.98
MTR02533,South,Residential,2025-03-05,487.07,145.51,70,Active,6.08
MTR02534,South,Industrial,2025-04-10,976.39,90.32,143,Active,12.05
MTR02535,West,Industrial,2025-03-18,993.86,51.26,85,Faulty,4.82
MTR02536,North,Residential,2025-12-03,736.63,72.48,20,Active,5.28
MTR02537,West,Residential,2025-07-18,1149.61,123.86,164,Active,12.36
MTR02538,Central,Commercial,2025-12-10,662.47,134.05,300,Faulty,11.6
MTR02539,Central,Commercial,2025-01-05,296.22,100.96,101,Active,11.76
MTR02540,Central,Residential,2025-07-04,837.08,36.56,196,Active,10.39
MTR02541,Central,Residential,2025-01-14,670.59,149.09,263,Active,5.49
MTR02542,East,Industrial,2025-10-30,129.16,97.11,224,Active,8.12
MTR02543,West,Industrial,2025-04-18,575.11,26.88,243,Active,9.85
MTR02544,South,Industrial,2025-05-04,1157.29,82.79,9,Faulty,8.96
MTR02545,South,Residential,2025-05-31,201.38,40.77,224,Faulty,11.22
MTR02546,South,Industrial,2025-05-21,298.85,116.71,213,Active,5.91
MTR02547,South,Industrial,2025-08-01,594.84,124.49,233,Faulty,11.01
MTR02548,North,Residential,2025-02-04,452.16,14.32,203,Faulty,6.07
MTR02549,West,Industrial,2025-09-15,794.27,33.99,121,Active,5.16
MTR02550,South,Industrial,2025-06-21,227.8,66.58,75,Faulty,4.15
MTR02551,Central,Industrial,2025-12-20,198.83,79.97,74,Faulty,10.48
MTR02552,South,Industrial,2025-12-14,755.84,148.65,85,Active,11.93
MTR02553,East,Industrial,2025-12-14,381.14,54.11,25,Faulty,10.59
MTR02554,North,Commercial,2025-08-17,357.14,129.57,8,Active,10.72
MTR02555,West,Residential,2025-06-09,1023.07,25.54,2,Faulty,9.95
MTR02556,Central,Commercial,2025-02-13,1053.97,64.59,66,Active,6.86
MTR02557,North,Industrial,2025-02-04,1172.42,44.32,203,Active,5.2
MTR02558,North,Commercial,2025-01-16,708.75,143.03,28,Active,6.17
MTR02559,South,Commercial,2025-11-13,71.46,44.44,13,Active,10.56
MTR02560,East,Industrial,2025-07-07,595.25,22.36,282,Faulty,12.27
MTR02561,Central,Commercial,2025-11-19,1089.9,25.52,125,Active,10.81
MTR02562,West,Residential,2025-02-14,374.87,36.38,300,Faulty,11.36
MTR02563,North,Residential,2025-12-15,957.1,10.7,15,Active,10.97
MTR02564,Central,Residential,2025-11-22,620.27,125.35,263,Faulty,11.19
MTR02565,North,Residential,2025-04-16,832.38,149.53,138,Faulty,4.88
MTR02566,West,Industrial,2025-12-11,131.79,93.45,157,Faulty,8.21
MTR02567,East,Residential,2025-05-21,357.81,112.72,105,Faulty,7.22
MTR02568,North,Industrial,2025-03-13,387.42,114.62,169,Faulty,11.88
MTR02569,North,Industrial,2025-06-22,913.0,8.22,161,Faulty,7.5
MTR02570,West,Commercial,2025-01-26,594.1,48.75,276,Active,11.15
MTR02571,East,Commercial,2025-12-23,997.71,17.83,76,Faulty,9.95
MTR02572,Central,Industrial,2025-09-21,86.49,82.44,61,Active,4.82
MTR02573,East,Industrial,2025-02-07,384.95,40.87,260,Active,5.55
MTR02574,West,Residential,2025-03-23,335.05,87.45,29,Active,10.25
MTR02575,Central,Industrial,2025-12-22,219.17,90.28,140,Faulty,9.33
MTR02576,West,Commercial,2025-09-08,629.84,14.39,214,Faulty,7.84
MTR02577,Central,Commercial,2025-10-21,111.63,110.1,222,Active,5.17
MTR02578,East,Industrial,2025-02-20,1036.6,8.73,256,Active,7.72
MTR02579,East,Residential,2025-02-15,430.66,31.37,98,Active,10.46
MTR02580,West,Commercial,2025-05-16,584.06,59.4,31,Active,4.73
MTR02581,Central,Commercial,2025-01-23,337.24,56.22,187,Active,11.49
MTR02582,West,Industrial,2025-12-20,104.17,84.15,117,Faulty,7.08
MTR02583,Central,Residential,2025-01-28,931.11,94.91,298,Faulty,9.19
MTR02584,East,Commercial,2025-06-11,323.11,95.37,168,Faulty,5.63
MTR02585,North,Industrial,2025-01-17,1162.39,90.13,97,Faulty,9.18
MTR02586,Central,Residential,2025-08-17,708.03,68.62,114,Active,5.95
MTR02587,Central,Residential,2025-05-13,123.68,123.27,18,Faulty,10.7
MTR02588,West,Industrial,2025-01-25,1079.43,115.44,173,Faulty,11.63
MTR02589,West,Commercial,2025-03-11,1056.16,131.19,290,Faulty,10.95
MTR02590,West,Commercial,2025-08-09,404.17,93.39,135,Active,12.28
MTR02591,Central,Commercial,2025-11-26,750.48,23.81,284,Active,6.32
MTR02592,Central,Residential,2025-10-09,321.82,119.95,125,Faulty,9.14
MTR02593,North,Industrial,2025-09-04,408.2,107.72,83,Active,9.71
MTR02594,East,Commercial,2025-07-07,310.52,53.45,171,Faulty,9.17
MTR02595,North,Commercial,2025-09-06,794.29,106.0,285,Active,9.14
MTR02596,North,Industrial,2025-01-31,551.89,130.44,132,Faulty,3.56
MTR02597,South,Industrial,2025-09-21,489.73,80.5,215,Active,8.43
MTR02598,West,Residential,2025-08-29,936.32,9.82,1,Active,5.27
MTR02599,East,Commercial,2025-10-07,420.64,48.06,296,Active,8.99
MTR02600,East,Residential,2025-07-12,267.87,44.97,254,Faulty,3.66
MTR02601,South,Residential,2025-06-05,423.13,60.29,174,Active,11.51
MTR02602,South,Commercial,2025-10-19,290.84,68.12,7,Active,4.3
MTR02603,East,Commercial,2025-10-21,971.01,141.05,207,Active,7.15
MTR02604,Central,Industrial,2025-08-17,758.55,71.25,135,Active,6.57
MTR02605,East,Industrial,2025-02-10,640.63,63.51,62,Active,6.09
MTR02606,East,Industrial,2025-01-05,370.71,55.21,172,Active,6.34
MTR02607,North,Industrial,2025-08-16,967.18,53.46,257,Active,5.96
MTR02608,Central,Commercial,2025-05-21,999.02,138.6,118,Active,7.05
MTR02609,North,Industrial,2025-10-08,874.07,138.67,87,Faulty,6.69
MTR02610,North,Residential,2025-07-07,587.85,129.81,136,Faulty,3.66
MTR02611,Central,Commercial,2025-11-27,763.0,70.18,200,Faulty,10.8
MTR02612,North,Commercial,2025-09-20,1163.51,89.05,223,Active,4.13
MTR02613,North,Residential,2025-02-08,1185.1,119.9,234,Active,8.35
MTR02614,East,Commercial,2025-09-13,233.33,16.52,29,Faulty,11.62
MTR02615,West,Residential,2025-09-06,329.9,49.6,213,Faulty,6.2
MTR02616,North,Residential,2025-10-28,470.69,85.31,155,Active,9.6
MTR02617,South,Commercial,2025-01-31,642.85,135.08,168,Active,12.0
MTR02618,Central,Commercial,2025-12-07,806.23,138.15,265,Active,7.1
MTR02619,Central,Commercial,2025-02-09,1189.02,34.73,51,Active,6.58
MTR02620,North,Commercial,2025-10-11,174.43,7.25,4,Faulty,9.0
MTR02621,North,Residential,2025-03-26,1123.25,66.2,134,Active,7.96
MTR02622,North,Commercial,2025-05-09,994.08,20.4,133,Faulty,8.84
MTR02623,South,Commercial,2025-06-08,366.63,52.81,120,Active,10.2
MTR02624,West,Residential,2025-02-22,357.45,130.94,271,Active,10.18
MTR02625,South,Industrial,2025-01-29,1123.02,108.86,287,Active,12.11
MTR02626,East,Commercial,2025-05-18,232.03,6.69,45,Active,8.69
MTR02627,Central,Commercial,2025-10-31,841.49,49.02,210,Faulty,7.22
MTR02628,West,Industrial,2025-03-14,616.16,61.64,22,Faulty,10.07
MTR02629,Central,Industrial,2025-12-20,416.74,60.01,37,Faulty,4.91
MTR02630,Central,Residential,2025-05-09,1150.3,32.65,126,Active,3.64
MTR02631,Central,Industrial,2025-10-22,721.7,125.79,138,Active,11.79
MTR02632,North,Residential,2025-06-25,207.56,69.74,137,Faulty,5.53
MTR02633,Central,Residential,2025-08-03,780.7,48.83,141,Faulty,12.34
MTR02634,West,Residential,2025-06-08,661.1,89.9,139,Active,4.04
MTR02635,North,Industrial,2025-07-29,639.5,48.53,182,Active,4.24
MTR02636,East,Industrial,2025-04-17,877.84,100.71,98,Faulty,8.13
MTR02637,South,Residential,2025-07-01,208.6,53.58,263,Faulty,11.6
MTR02638,North,Residential,2025-04-22,961.09,38.0,152,Active,3.78
MTR02639,West,Industrial,2025-09-06,962.76,122.87,199,Active,11.37
MTR02640,South,Commercial,2025-09-04,880.91,47.26,23,Faulty,10.12
MTR02641,West,Industrial,2025-01-01,929.71,72.81,46,Active,5.1
MTR02642,West,Industrial,2025-08-28,198.86,38.71,117,Active,10.43
MTR02643,North,Industrial,2025-11-17,968.12,36.57,193,Active,9.6
MTR02644,West,Commercial,2025-01-03,917.52,58.08,213,Faulty,8.66
MTR02645,North,Residential,2025-04-22,153.72,72.35,27,Active,9.58
MTR02646,North,Industrial,2025-02-08,883.3,60.32,269,Faulty,7.3
MTR02647,West,Commercial,2025-11-27,121.43,133.8,160,Faulty,5.96
MTR02648,Central,Residential,2025-03-10,197.42,26.78,68,Faulty,7.55
MTR02649,East,Residential,2025-06-20,720.92,48.12,24,Faulty,7.62
MTR02650,West,Industrial,2025-03-03,1063.61,46.49,49,Active,11.12
MTR02651,South,Commercial,2025-07-09,1044.85,139.17,104,Active,5.87
MTR02652,East,Industrial,2025-07-16,645.35,45.31,117,Faulty,9.16
MTR02653,West,Commercial,2025-11-22,838.16,64.73,170,Active,5.2
MTR02654,East,Commercial,2025-07-30,1162.31,25.13,242,Active,12.16
MTR02655,South,Residential,2025-02-28,50.2,27.12,217,Active,5.36
MTR02656,North,Residential,2025-02-02,493.24,39.27,144,Faulty,9.14
MTR02657,South,Commercial,2025-07-04,332.74,21.17,284,Active,6.71
MTR02658,Central,Industrial,2025-07-13,770.41,117.17,58,Faulty,6.74
MTR02659,Central,Commercial,2025-05-22,481.85,49.82,219,Faulty,5.55
